# VULCAN N-C-H-O network for reducing atmospheres
#########################################################################################################################################################
# log history
# 7.2024 update CH2OH+M=H+H2CO+M and CH3O+M=H+H2CO+M (See Appendix B in Tsai+2024b)
# 2024: remove H2S + M -> S + H2 + M, which overest. the recombination rate   
# 2023
# Compared to SNCHO_photo_network, the rate consts of H + SH + M -> H2S + M and H + CS + M -> HCS + M  are updated, and H2S + M -> S + H2 + M is added
##########################################################################################################################################################
# 4.2022 changed the rate of S + S4 -> S2 + S3
# 1.2021 added CH3SH and CH3S back
# 11.2020 added S2O (no Gibbs data of (SO)2)
# 10.2020 removed CH3S 
# replaced several high-barrier reactions with the reverses (exothermic) and removed some insensitive ones
# 10.2020 included C6H6 pathways with C4H3 and C4H5
# 10.2020 replaced H2O + H with OH + H2 (faster for water recycling at T < 250K)
# 10.2020 added HSO3 and HSO4 and SO3 forming reactions (then removed)
# 8.2020 added CH3SH and found not sensitive
# 8.2020 Check the reverse reaction of disscoiation reactions
# 8.2020 updated from NCHO -- adding HO2,H2O2,H3CN,C2H3CN
# 8.2020 removed CN + M -> C + N + M and CN + C2H2 -> C2H + HCN  and CN + C2H4 -> C2H3 + HCN
# Replace 565	[ SH + SH -> H2 + S2                 ]  1.00E-13     0.000       0.0       Jim with Zahnle's
# Replace 775	[ S + S2 + M -> S3 + M               ]  1.65E-33     0.000    -143.6     1.38E-14     0.000     -450.2       Du_et_al.2011	 
# removed H2S2 (no NASA9)
# 617	[ HS2 + H2 -> H2S2 + H               ]  1.00E-11     0.000   14500.0       Jim
# 621	[ HS2 + H2S -> H2S2 + SH             ]  1.00E-11     0.000    7800.0       Jim
# 609	[ SH + H2S -> H2S2 + H               ]  1.00E-11     0.000   13700.0       Jim
# 611	[ SH + H2S2 -> H2S + HS2             ]  1.00E-11     0.000       0.0       Jim
# 615	[ H2S2 + OH -> H2O + HS2             ]  1.00E-10     0.000       0.0       Jim
# 763	[ SH + SH + M -> H2S2 + M            ]   2.40E-29   -0.76       0.0         2006CER/KRO437-455       	
# 9.2019 updated and added a few CH2_1 and O_1 reactions; removing CH3NH (only CH2NH, CH2NH2, CH3NH2 are important (Tsai2018))
# v813: Add CH3HN2, CH3HN, CH2NH2, and CH2NH; v814 reduced from v813 and reromved a few reactions involving CH2NH
# v827: removed N_D (N2D) because I don't have its nasa9 gibbs energy (only nasa7 in venot's thesis)
# v925: removed O + C2H3 -> HCO + CH2 and O + C2H4 -> H2CO + CH2; corrected a typo in NH + NO -> N2O + H
# v518: added NH2 + NH3 -> N2H3 + H2; NH2 + NH2 + M -> N2H4 + M; NH3 -> NH + H + H (2nd branch)
# v618: added  CH + H2O -> H2CO + H; OH photo; CH3CHO; add HCCO + H2 -> H2CCO + H and OH + C2H2 -> H2CCO + H
# v018: added HNO (HNO <-> NOx) and HNO2
# v118: added the photodisociation of NO and NO2
# v218: added more HNO <-> NOx reactions (so far v118 is the best)
# v0718: Higher rate of CH + CH2 from Moses; updated C + C + M -> C2 + M and reverse NH + M -> N + H 
##########################################################################################################################################################
# In Temp, KIDA means the values are close to those on KIDA
# in the form of k = A T^B exp(-C/T)
# Two-body Reactions
# id	Reactions                           	A       	B       	C      Ref 			             Temp  

1    [ OH + H2 -> H2O + H                 ]  3.57E-16     1.520    1740.0      1992OLD/LOG8426-8430      250-2580
459  [ HNO2 + H -> NO2 + H2               ]  2.01E-11     0.000    3700.0       1991TSA/HER609-663       300-2000
461  [ HNO2 + H -> NO + H2O               ]  1.35E-17     1.890    1940.0       1997HSU/LIN60-66         300-3500 
463  [ NH2 + HNO -> NO + NH3              ]  1.50E-18     1.940    -580.0       Dean and Bozzelli
465  [ NCO + HCN -> HNCO + CN             ]  2.01E-11     0.000    4460.0       1992TSA753-791           500-2500   
467  [ NCO + NH2 -> HNCO + NH             ]  3.22E-16     1.91    -1039.0       1998XU/SUN1194-1199      1000-3000         
469  [ NCO + HCO -> HNCO + CO             ]  5.99E-11     0.000       0.0       1992TSA753-791           500-2500 
471  [ CN + CO2 -> CO + NCO               ]  6.14E-12     0.000       0.0       1975HAY/IVE1103          1830-2400
473  [ HCN + O -> NCO + H                 ]  4.50E-15     1.580   13400.0       1991TSA/HER609-663       500-2500
475  [ CN + OH -> NCO + H                 ]  7.01E-11     0.000       0.0       1992TSA753-791           500-2500
477  [ HNCO + H -> NCO + H2               ]  2.91E-19     2.410    6190.0       1996NGU/SEN1615-1621     300-3300
479  [ HNCO + O -> NCO + OH               ]  3.66E-18     2.110    5750.0       1992HE/LIN711-717        300-3000 
481  [ HNCO + OH -> NCO + H2O             ]  1.06E-18     2.000    1290.0       1992TSA753-791           500-2500
483  [ N2H3 + NH -> N2H2 + NH2            ]  2.70E-12     0.000       0.0       KIDA
485  [ NH2 + H2CN -> NH3 + HCN            ]  2.29E-08    -1.060      60.8       Yelle et al.(2010) 
487  [ NH + NH2 -> NH3 + N                ]  1.59E-20     2.460      54.0       2009KLI/HAR10241-10259 
489  [ NH2 + O -> HNO + H                 ]  7.47E-11     0.000       0.0       1991COH/WES1211-1311     298-3000
491  [ H2 + HNO -> NH + H2O               ]  1.66E-10     0.000    8060.0       1994ROH/WAG975-981       1300-1900
493  [ HO2 + H -> OH + OH                 ]  2.81E-10     0.        440.0       1992BAU/COB411-429       300-1000
495  [ HO2 + H -> O + H2O                 ]  5.00E-11     0.        866.0       1992BAU/COB411-429       300-1000
497  [ HO2 + H -> O2 + H2                 ]  7.11E-11     0.        710.0       1992BAU/COB411-429       300-1000
499  [ CO + HO2 -> CO2 + OH               ]  2.51E-10     0.      11900.0       1986TSA/HAM1087          300-2500
501  [ O + H2O2 -> OH + HO2               ]  1.60E-17     2.00     2000.0       1986TSA/HAM1087          300-2500
503  [ OH + H2O2 -> H2O + HO2             ]  2.91E-12     0.        160.0       1986TSA/HAM1087          300-2500
505  [ H2O2 + H -> H2 + HO2               ]  2.81E-12     0.       1890.0       1992BAU/COB411-429       300-1000
507  [ H2O2 + H -> OH + H2O               ]  1.69E-11     0.       1800.0       1992BAU/COB411-429       300-1000
509  [ O + HO2 -> OH + O2                 ]  2.91E-11     0.       -200.0       1986TSA/HAM1087          300-2500
511  [ CH3 + HO2 -> CH4 + O2              ]  5.99E-12     0.000       0.0       1986TSA/HAM1087          300-2500 
513  [ C2H5 + HO2 -> C2H6 + O2            ]  5.00E-13     0.          0.0       1986TSA/HAM1087          300-2500
515  [ HCO + O2 -> CO + HO2               ]  5.81E-12     0.          0.0       1981CHE/RHO385           250-2000
517  [ OH + HO2 -> H2O + O2               ]  2.40E-08    -1.00        0.0       1986TSA/HAM1087          300-2500  
519  [ H2CN + H -> HCN + H2               ]  6.00E-11     0.          0.0       KIDA                     10-300
521  [ CN + C2H2 -> HC3N + H              ]  2.27E-10     0.          0.0       2007GAN/GLO6679-6692     298
523  [ HCN + C2H -> HC3N + H              ]  5.30E-12     0.        769.0       1997HOO/LEO28717-28723   297-360
525  [ H + CH3CN -> HCN + CH3             ]  3.39E-12     0.       3950.0       1970JAM/BRO3619          313-780
527  [ H + CH3CN -> CH2CN + H2            ]  3.32E-12     0.       4277.8       Williams&Fleming(1997)   
529  [ CH3CN + OH -> CH2CN + H2O          ]  3.33E-22     3.310     266.0       2004LI/WAN251-257        250-2500
531  [ CH3CN + O -> CH2CN + OH            ]  7.85E-16     1.800    7228.0       2010SUN/TAN64301         200-3000      
533  [ CN + C2H4 -> C2H3CN + H            ]  3.21E-10     0.0         0.0       2007GAN/GLO6679-6692     298
535  [ HCN + C2H3 -> C2H3CN + H           ]  4.50E-14     0.0         0.0       1993MON/ROM17115-17122   298
537  [ C2H3CN + C2 -> HCN + C4H2          ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280   300
539  [ C2H3CN + C2 -> HC3N + C2H2         ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280(split)	
541  [ N + C2H3 -> CH2CN + H              ]  7.72E-11     0.0         0.0       1996PAY/MON9808-9815     298 
543  [ CH2CN + O -> HCN + HCO             ]  2.22E-12     0.64         0.0      1995HOY/SEE215-226       253-353        
545  [ HO2 + CH4 -> CH3 + H2O2            ]  3.01E-13     0.0      9350.0       1986TSA/HAM1087          300-2500
547  [ HO2 + NH2 -> NH3 + O2              ]  2.75E-20    1.550     1020.0       1996SUM/PEY742-748       300-2000
549  [ N + NH3 -> N2H + H2                ]  7.42E-12     0.0      4830.0       1988BAS/VED1552-1558     710-930
551  [ HO2 + SH -> OH + HSO               ]  1.00E-11     0.0         0.0       1987STA/MOL4603          298
553  [ HO2 + SH -> O2 + H2S               ]  3.56E-11     0.0         0.0       2016ZHA/YAN17414-17427   298 TODO: fit 240-425K 	
555  [ HO2 + H2S -> H2O + HSO             ]  5.00E-12     0.0         0.0       1990BUL/VER1214-1223     298
557  [ C2H + C2H5 -> C3H3 + CH3           ]  3.01E-11     0.0         0.0       1986TSA/HAM1087          300-2500 
559  [ C2H3 + C2H3 -> CH3 + C3H3          ]  2.50E-11     0.0         0.0       Ismail2009(Moses2016)
561  [ C3H3 + OH -> HCO + C2H3            ]  8.30E-11     0.0         0.0       2009HAN/MIL2153-2164     500-2100 
563  [ CH2OH + C2H -> OH + C3H3           ]  2.00E-11     0.0         0.0       1987TSA471               300-2500
565  [ N + C3H3 -> HC3N + H2              ]  5.00E-11     0.0         0.0       KIDA(cf.N+C2H3)          10-800
567  [ N + C3H2 -> HC3N + H               ]  1.00E-11     0.0      2000.0       KIDA                     10-800 
569  [ CH2 + C2H2 -> C3H2 + H2            ]  1.00E-12     0.0      3332.0       Bohland1986(Moses2006)
571  [ CH2 + C2H2 -> C3H3 + H             ]  3.99E-11     0.0      3332.0       Appel_Frenklach2000
573  [ CH2 + C2H -> C3H2 + H              ]  3.01E-11     0.0         0.0       Est_C2H+CH2=C2H2+CH      300-2500
575  [ CH + C2H2 -> C3H2 + H              ]  1.50E-10     0.0      -252.0       1998GUA/SCH5857-5866     300-1000 
577  [ CH3 + C2H -> C3H3 + H              ]  6.64E-11     0.0         0.0       Appel_Frenklach2000
579  [ CH3 + C2H2 -> C3H4 + H             ]  8.57E-15     0.860   11100.0       1999DAV/LAW5889-5899     600-2500
581  [ C + C2H2 -> C3H2                   ]  2.71E-10     0.000      16.0       1998GUA/SCH5857-5866     300-1000
583  [ NH3 + NH2 -> N2H3 + H2             ]  4.00E-9      0.0    34200.0        Dean1984
585  [ C6H5 + H2 -> C6H6 + H              ]  2.81E-20     2.630    2294.0       2017SEM/SAV25401-25413   300-3000
587  [ C6H5 + CH4 -> C6H6 + CH3           ]  9.96E-12     0.0      6201.0       1999TOK/PAR3636-3645     600-980                      
589  [ CH3CHO + H -> H2 + CH3CO           ]  6.64E-11     0.000    2120.0       1984WAR197C              300-2000
591  [ N2H3 + N2H -> N2H2 + N2H2          ]  1.66E-11     0.0      2015.0       Konnov&DeRuyck2001(Moses2016)
593  [ N2H3 + CH3 -> N2H2 + CH4           ]  1.36E-18     1.870     915.0       DeanandBozzelli(2000)(Moses2016)
595  [ HO2 + NO -> OH + NO2               ]  3.60E-12     0.       -270.0      2004ATK/BAU1461-1738       200-400
597  [ O2 + H2CO -> HO2 + HCO             ]  3.40E-11     0.      19600.0      1986TSA/HAM1087           300-2500
599  [ N + NO2 -> N2O + O                 ]  5.80E-12     0.       -220.0      1997DEM/SAN1-266      200-300
601  [ CH3O + O2 -> H2CO + HO2            ]  7.20E-14     0.       1080.0      2001ATK/BAU1-56       298-610
603  [ CH3 + CN -> CH2CN + H              ]  1.00E-11     0.0         0.0       KIDA                     10-300 
605  [ S + SH -> H + S2                   ]  4.00E-11     0.000       0.0          1973SCH25-84             295   
607  [ OH + S -> H + SO                   ]  6.59E-11     0.000       0.0          1997DEM/SAN1-266         298 
609  [ SH + O -> H + SO                   ]  1.60E-10     0.000       0.0          1997DEM/SAN1-266         298
611  [ H + SH -> H2 + S                   ]  2.16E-11     0.000       0.0          1979NIC/AMO1868          295
613  [ H + H2S -> H2 + SH                 ]  5.80E-17     1.940     455.0          1999PEN/HU5307-5311   190-2237
615  [ C + SH -> H + CS                   ]  2.00E-10     0.000       0.0       Kida                     10-800
617  [ H + COS -> CO + SH                 ]  9.07E-12     0.000    1940.0          197
619  [ C + COS -> CO + CS                 ]  1.01E-10     0.000       0.0       1991DOR/CAU5109-5116     298
621  [ CH4 + S -> CH3 + SH                ]  3.39E-10     0.000   10000.0       1996TSU/YAM17202-17206   1140-1480
623  [ CH3 + H2S -> CH4 + SH              ]  1.13E-16     1.200     722.0       2003MOU/NAM3752-3758     200-3000
625  [ C2H5 + H2S -> C2H6 + SH            ]  1.00E-12     0.000       0.0          Jim
627  [ O + S2 -> SO + S                   ]  2.19E-11     0.000      84.0       1987CRA/MUR1733          298-1050
629  [ CS + O -> S + CO                   ]  2.70E-10     0.000     760.0       2004ATK/BAU1461-1738     150-300
631  [ O + CS2 -> CS + SO                 ]  5.89E-11     0.000     821.0       1988SIN/CVE1377          218-920
633  [ O + CS2 -> COS + S                 ]  3.65E-12     0.000     701.0       1988SIN/CVE1377          294-500
635  [ O + COS -> SO + CO                 ]  6.79E-11     0.000    2560.0       1973SCH25-84             270-1500
637  [ O + COS -> S + CO2                 ]  8.30E-11     0.000    5530.0       1988SIN/CVE1377          1200-1900
639  [ O + NS -> S + NO                   ]  3.00E-11     0.000       0.0       KIDA                     10-800
641  [ O + SH -> OH + S                   ]  3.80E-13     0.670     956.0       1973SCH25-84             298-2500
643  [ OH + H2S -> H2O + SH               ]  1.61E-11     0.000     541.0       2003MOU/NAM3752-3758     200-3000   
645  [ N + NS -> S + N2                   ]  1.25E-10    -0.200      20.0       KIDA                     10-800
647  [ NO + CS -> COS + N                 ]  1.00E-11     0.000    2500.0       Jim
649  [ H2S + O -> OH + SH                 ]  1.21E-16     1.750    1460.0       1995GOU/LAA161-169       200-2000
651  [ C + NS -> S + CN                   ]  2.00E-10     0.000       0.0       KIDA                     10-800
653  [ NH2 + S -> NS + H2                 ]  1.00E-11     0.000       0.0       Jim
655  [ CN + NS -> CS + N2                 ]  1.00E-14     0.000       0.0       Jim
657  [ S + CH -> SH + C                   ]  9.99E-13     0.500    4000.0       KIDA                     10-800
659  [ S + CH -> CS + H                   ]  1.40E-10     0.000       0.0       KIDA                     10-800
661  [ S + C2 -> CS + C                   ]  2.00E-10     0.000       0.0       KIDA                     10-800
663  [ S + C2H6 -> C2H5 + SH              ]  2.04E-10     0.000    7420.0       1996TSU/YAM17202-17206   880-1150
665  [ SH + OH -> S + H2O                 ]  4.00E-12     0.000     240.0       Zahnle2016
667  [ N + SO -> S + NO                   ]  1.50E-11	 0.000	  3680.0        KIDA                     10-280
669  [ S + NH -> H + NS                   ]  1.00E-10	 0.000	     0.0        KIDA                     10-800
671  [ S + NH -> N + SH                   ]  9.99E-13	 0.500	  4000.0        KIDA                     10-800
673  [ SH + NH2 -> S + NH3                ]  5.00E-12	 0.000      500.0	    Moses1995       
675  [ SH + SH -> S + H2S                 ]  3.16E-11     0.000       0.0       1979NIC/AMO1868          295
677  [ SH + SH -> H2 + S2                 ]  1.30E-11     0.000   20600.0       Zahnle2016 (like OH + OH) has more general T-dependence
679  [ H + HS2 -> S + H2S                 ]  7.32E-11	 0.000    3183.0       2002SEN/JAZ2439-2446     873-1423
681  [ S + H2S -> S2 + H2                 ]  1.00E-12     0.000    1500.0       Jim
683  [ S + CS2 -> CS + S2                 ]  2.82E-10     0.000    5920.0       1995WOI/ROT59-71         1260-1820
685  [ S + COS -> CO + S2                 ]  2.86E-24     3.970     580.0       2006LU/WU164329          298-985  
687  [ SO + C -> O + CS                   ]  1.00E-10     0.000       0.0       KIDA                     10-800
689  [ SO + C -> S + CO                   ]  2.60E-10     0.000     760.0       KIDA                     150-300
691  [ SO + OH -> SO2 + H                 ]  1.79E-07    -1.350       0.0       2000BLI/MCK2491-2497     295-703
693  [ SO + N -> O + NS                   ]  2.70E-12     0.500    8250.0       KIDA                     10-800
695  [ SO + SO -> SO2 + S                 ]  3.50E-15     0.000       0.0       1983MAR/HER1127          298
697  [ SO + SH -> S2 + OH                 ]  1.00E-13     0.000    2300.0       Jim
699  [ H + HS2 -> H2 + S2                 ]  2.08E-16     1.650    -556.0       2002SEN/JAZ2439-2446     873-1423    
701  [ S2 + C -> S + CS                   ]  1.05E-12     0.500       0.0       Jim  
703  [ S2 + N -> NS + S                   ]  9.99E-13     0.500    4000.0       KIDA                     10-800
705  [ S + HS2 -> S2 + SH                 ]  1.00E-11     0.000       0.0       2002SEN/JAZ2439-2446     873-1423
707  [ SH + HS2 -> S2 + H2S               ]  1.00E-11     0.000       0.0       2002SEN/JAZ2439-2446     873-1423
709  [ S4 + H -> HS2 + S2                 ]  1.00E-11	 0.000    2000.0       Jim
711  [ S8 + H -> HS2 + S2 + S4            ]  1.00E-11	 0.000    8100.0       Jim
713  [ SO2 + C -> SO + CO                 ]  6.91E-11     0.000       0.0       1991DOR/CAU5109-5116     298 
715  [ SO2 + CO -> SO + CO2               ]  4.47E-12     0.000   24300.0       1971BAU/JEF417           1770-2450
717  [ SH + NH3 -> H2S + NH2              ]  1.00E-11     0.000    7500.0       Jim
719  [ SH + HCS -> H2S + CS               ]  1.00E-10     0.000       0.0       Jim
721  [ H2S + C -> CS + H2                 ]  2.10E-10     0.000       0.0       2001GAL/CAR9893-9900     298       
723  [ HS2 + OH -> S2 + H2O               ]  1.00E-10     0.000       0.0       Jim
725  [ CS + OH -> COS + H                 ]  1.70E-10     0.000       0.0       KIDA                     10-800
727  [ CS + SO -> CO + S2                 ]  1.00E-12     0.000       0.0       Jim
729  [ CS + SO -> COS + S                 ]  1.00E-11     0.000       0.0       Jim
731  [ CS + COS -> CS2 + CO               ]  1.00E-11     0.000       0.0       Jim
733  [ CS2 + H -> SH + CS                 ]  1.00E-10     0.000   10400.0       Jim
735  [ CS2 + SH -> HS2 + CS               ]  1.00E-12     0.000   14800.0       Jim
737  [ COS + SH -> CO + HS2               ]  1.00E-11     0.000    2320.0       Jim
739  [ CH2 + S -> HCS + H                 ]  1.40E-10     0.000       0.0       KIDA                     10-800
741  [ HCS + H -> H2 + CS                 ]  1.50E-10     0.000       0.0       KIDA                     10-800 
743  [ HCS + CH3 -> CS + CH4              ]  1.00E-11     0.000       0.0       Jim
745  [ SH + N -> NS + H                   ]  1.00E-10     0.000       0.0       KIDA                     10-280
747  [ NS + OH -> NO + SH                 ]  1.00E-13     0.000       0.0       Jim
749  [ S + S3 -> S2 + S2                  ]  8.00E-11     0.000       0.0       Estimate, Moses1996
751  [ H + S3 -> SH + S2                  ]  5.00E-11     0.000     500.0       Zahnle2016
753  [ H + S4 -> SH + S3                  ]  5.00E-11     0.000     500.0       Zahnle2016
755  [ S + O2 -> SO + O                   ]  2.19E-11     0.000      84.00      1987CRA/MUR1733         298-1050
757  [ S3 + O -> S2 + SO                  ]  8.00E-11     0.000       0.0       Estimate,Moses1996
759  [ S4 + O -> S3 + SO                  ]  8.00E-11     0.000       0.0       Estimate,Moses1996
761  [ COS + OH -> CO2 + SH               ]  1.10E-13     0.000    1200.0       2004ATK/BAU1461-1738     250-500 
763  [ S + S4 -> S2 + S3                  ]  4.00E-11     0.000     500.0       Zahnle2016-withEa0moreStable
765  [ S3 + CO -> S2 + COS                ]  1.00e-11     0.000   10000.0       Estimate,Zahnle2016
767  [ SH + O2 -> SO2 + H                 ]  2.49E-19     2.123    5546.0       Van de Vijver2015  
769  [ C3H4 + SH -> C3H3 + H2S            ]  2.51E-22     3.370    3632.0       2016ZEN/ALT8941-8948     300-2000
771  [ CH + C3H3 -> C4H3 + H              ]  3.26E-10     0.000     -61.0       Moses16 
773  [ C2H + C2H5 -> C4H5 + H             ]  1.20E-10     0.000       0.0       Moses16 
775  [ C2H2 + C4H5 -> C6H6 + H            ]  5.31E-08     -1.110    4568.0       2007SEN/MIL3740-3747     500-2500
777  [ O + S2O -> SO + SO                 ]  1.54E-12     0.000       0.0       1988SIN/CVE1377          298
779  [ H2S + S2O -> H2O + S3              ]  1.30E-16     1.510   17100.0       2005SEN/HAY8180-8186     300-2000   
781  [ H2S + SO2 -> H2O + S2O             ]  2.73E-18     1.860   19000.0       2005SEN/HAY8180-8186     300-2000
783  [ CH3SH + H -> CH3S + H2             ]  2.29E-16     1.730     496.0       2015KER/ALE7352-7360     200-3000
785  [ CH3SH + H -> CH3 + H2S             ]  1.16E-13     0.770    1623.0       2015KER/ALE7352-7360     200-3000
787  [ CH3SH + H -> CH4 + SH              ]  1.18E-17     1.980    8321.0       2015KER/ALE7352-7360     200-3000
789  [ CH3SH + O -> CH3S + OH             ]  6.98e-17     1.818      40.3       Gersen2017               200-800
791  [ CH3SH + OH -> CH3S + H2O           ]  2.13E-17     1.770    -850.0       2003MAS/GON4490-4496     225-1000
793  [ CH3SH + SH -> CH3S + H2S           ]  1.99E-10     0.000    2979.0       Van de Vijver2015    
795  [ CO + CH3S -> COS + CH3             ]  1.10E-16     1.570    3359.0       2008TAN/PAN221-226       200-3000
797  [ C + CH3S -> CS + CH3               ]  3.00E-10     0.000       0.0       KIDA                     10-800
799  [ O2 + CH3S -> CH3 + SO2             ]  1.57E+02    -3.800    6190.0       2006ZHU/BOZ6923-6937     200-2000   
801  [ O + C2H4 -> H2CO + CH2             ]  9.63E-18	  1.990    1439.0       2017LI/JAS219-227        300-2500   
803  [ O + C2H3 -> HCO + CH2              ]  2.50E-11	  0.000   	  0.0       halfof1992BAU            300-2000
805  [ CH3OH + OH -> CH3O + H2O           ]  1.66E-11     0.000     854.0       1984WAR197C              300-2000
807  [ CH3OH + OH -> CH2OH + H2O          ]  2.40E-18     2.000    -423.0       1996LI/WIL1017-1024      300-2500
809  [ H + NO2 -> OH + NO                 ]  1.47E-10     0.          0.0       2002SU/KUM8261-8270      195-2000
811  [ CH3 + HNO -> NO + CH4              ]  2.44E-13     0.76      175.0       2005CHO/LIN261-274       298-2500
813  [ HNO2 + NCO -> HNCO + NO2           ]  5.99E-12     0.          0.        1992TSA753-791           500-250
815  [ NO + NCO -> CO2 + N2               ]  9.66E-06     -1.970    560.0       1993LIN/HE9124-9128      300-3000   
817  [ S + CN -> N + CS                   ]  9.99E-13     0.500       0.0       KIDA                     10-800
819  [ SH + O2 -> HSO + O                 ]  3.11E-11     0.000    9020.0       1997TSU/KAM57-66         1400-1850
821  [ SH + NO2 -> HSO + NO               ]  2.90E-11     0.000    -240.0       2004ATK/BAU1461-1738     220-420
823  [ SO + NO2 -> SO2 + NO               ]  1.40E-11     0.000       0.0       2004ATK/BAU1461-1738     210-360
825  [ NH + H2CN -> HCN + NH2             ]  3.00E-11     0.000       0.0 
827  [ O_1 + C2H6 -> C2H5 + OH            ]  6.29E-10     0.000       0.0       1993MAT/TON6816-6821     300                      
829  [ O_1 + H2 -> OH + H                 ]  2.87E-10     0.000       0.0       1975TUL1893              100-2100                   
831  [ O_1 + CH4 -> OH + CH3              ]  1.13E-10     0.000       0.0       1994DEM/SAN              200-300                    
833  [ O_1 + H2O -> OH + OH               ]  1.62E-10     0.000     -65.0       2004DUN/RAV3333-3340     235-370
835  [ O_1 + CO2 -> O + CO2               ]  2.52E-10     0.000       0.0       1975TUL1893              100-2100
837  [ O_1 + NH3 -> OH + NH2              ]  2.51E-10     0.000       0.0       1997DEM/SAN1-266         200-300
839  [ O_1 + CO -> CO2                    ]  8.00E-11     0.000       0.0       1975TUL1893              100-2100
841  [ O_1 + NO2 -> O2 + NO               ]  3.01E-10     0.000       0.0       1975GAU/SNE27            300
843  [ O_1 + COS -> CO + SO               ]  3.01E-10     0.000       0.0       1975GAU/SNE27            300
845  [ CH2_1 + H2 -> CH3 + H              ]  9.24E-11     0.000       0.0       Langford(1983)
847  [ CH2_1 + H2 -> CH2 + H2             ]  1.26E-11     0.000       0.0       Braun(1970)
849  [ CH2_1 + H2O -> CH2 + H2O           ]  5.00E-11     0.000       0.0       Wang&Frenklack(1997)
851  [ CH2_1 + CO -> CH2 + CO             ]  5.00E-11     0.000       0.0       Wang&Frenklack(1997)
853  [ CH2_1 + C2H2 -> C3H3 + H           ]  6.64E-11     0.000       0.0       Wang&Frenklach(1997)  	
855  [ N_2D + H2 -> NH + H                ]  4.20e-11     0.000     880.0       1999HER1453-1483         200-300 
857  [ N_2D + H2O -> NH + OH              ]  4.00e-11     0.000       0.0       1999HER1453-1483         298
859  [ N_2D + NH3 -> NH + NH2             ]  5.00e-11     0.000       0.0       1999HER1453-1483         200-300
861  [ N_2D + O2 -> NO + O                ]  9.70E-12     0.000     185.0      1999HER1453-1483         200-500
863  [ N_2D + N2O -> N2 + NO              ]  1.50E-11     0.000     570.0      1999HER1453-1483         200-400
865  [ N_2D + CH3 -> H2CN + H             ]  2.30E-10     0.000       0.0       Pearce2020 
867  [ N_2D + HCN -> N2 + CH              ]  6.80E-11     0.000       0.0       Pearce2020 
869  [ OH + CH3 -> CH2_1 + H2O            ]  8.84E-08     -1.27     186.0       2016OLM/VAR423-441       500-2500
871  [ O_1 + N2 -> O + N2                 ]  1.79E-11     0.000     -107.      1997ATK/BAU1329-1499   100-350
873  [ He -> He                           ]  0.00E+00     0.000       0.

# 3-body and Disscoiation Reactions
# id	# Reactions                         	A_0     	B_0     	C_0     	A_inf   	B_inf   	C_inf		Ref 		  	Temp

875  [ H + H + M -> H2 + M                ]  2.70E-31    -0.600       0.0      3.31E-06    -1.000       0.0                             100-5000, ??
877  [ H + O + M -> OH + M                ]  1.30E-29    -1.000       0.0      1.00E-11     0.000       0.0                             300-2500, ??
879  [ OH + H + M -> H2O + M              ]  3.89E-25    -2.000       0.0      4.26E-11     0.230     -57.5        1992BAU/COB411-429, 	2008SEL/GEO5085-5095  300-3000, 300-3000
881  [ H + CH + M -> CH2 + M              ]  2.76E-29    -1.000       0.0      1.00E-12     0.000       0.0                               ??, ??
883  [ H + CH3 + M -> CH4 + M             ]  1.76E-24    -1.800       0.0      2.06E-10    -0.400       0.0                             300-1000, 300-2500
885  [ H + C2H2 + M -> C2H3 + M           ]  1.05E-07    -7.270    3630.0      9.13E-12     0.000    1220.0                             700-2500, 300-2000
887  [ H + C2H3 + M -> C2H4 + M           ]  2.30E-24    -1.000       0.0      6.46E-11     0.200       0.0        Moses2005, 2005HAR/GEO4646-4656  
889  [ H + C2H4 + M -> C2H5 + M           ]  1.30E-29     0.000     380.0      1.27E-15     1.490     499.0        1994BAU/COB847-1033  300-800, 300-2500
891  [ H + C2H5 + M -> C2H6 + M           ]  4.00E-19    -3.000     600.0      9.04E-11     0.160       0.0                             ??, 200-2000
893  [ H2 + C + M -> CH2 + M              ]  6.89E-32     0.000       0.0      2.06E-11     0.000      57.0                             ??, 300-2000
895  [ CH2 + H + M ->  CH3 + M            ]  9.00E-32     0.000    -550.0      8.55E-12     0.150       0.0                               ??, ??
897  [ CH + H2 + M -> CH3 + M             ]  3.40E-31     0.000    -736.0      7.30E-11     0.000       0.0                               ??, ??
899  [ CH3 + CH3 + M -> C2H6 + M          ]  3.50E-07    -7.000    1390.0      1.58E-09    -0.540      68.6                             300-2000, 200-2000
901  [ C2H + H + M -> C2H2 + M            ]  1.26E-18    -3.100     721.0      3.00E-10     0.000       0.0                             ??, 300-2500
903  [ CO + O + M -> CO2 + M              ]  1.70E-33     0.000    1510.0      2.66E-14     0.000    1459.0                             300-2500, ??
905  [ H + CO + M -> HCO + M              ]  5.29E-34     0.000     370.0      1.96E-13     0.000    1369.0                             300-2500, ??
907  [ H2O + CH + M -> CH2OH + M          ]  1.00E-31     0.000       0.0      9.48E-12     0.000    -380.0                             ??, 298-669
909  [ CH3O + M -> H + H2CO + M           ]  6.51E+13    -6.65    1.67E04      3.17E+24    -4.250   13100.0      	1986TSA/Xu2015     700-2500, 300-3000
