### VULCAN S-N-C-H-O full network ###
### including most of the oxidizing mechanisms, suitable for an Earth-like atmosphere
### Developement log ###
# 7.2024 update CH2OH+M=H+H2CO+M and CH3O+M=H+H2CO+M (See Appendix B in Tsai+2024b)
# 3.2021 Include NO2 -> NO + O_1 needs to be included for O2-rich atm
# 1.2021 NH + NO2 not included, which are in Hu 2012
# TODO : Add S2O and S2O2 for Venus
# 8.2020  No nasa9 data for SNO: S + NO + M -> SNO + M and H2S2
# e.g.
# 617	[ HS2 + H2 -> H2S2 + H               ]  1.00E-11     0.000   14500.0       Jim
# 621	[ HS2 + H2S -> H2S2 + SH             ]  1.00E-11     0.000    7800.0       Jim
# 609	[ SH + H2S -> H2S2 + H               ]  1.00E-11     0.000   13700.0       Jim
# 611	[ SH + H2S2 -> H2S + HS2             ]  1.00E-11     0.000       0.0       Jim
# 615	[ H2S2 + OH -> H2O + HS2             ]  1.00E-10     0.000       0.0       Jim
# 763	[ SH + SH + M -> H2S2 + M            ]   2.40E-29   -0.76       0.0         2006CER/KRO437-455       	
# 9.2019 updated and added a few CH2_1 and O_1 reactions; removing CH3NH (only CH2NH, CH2NH2, CH3NH2 are important (Tsai2018))
# v813: Add CH3HN2, CH3HN, CH2NH2, and CH2NH; v814 reduced from v813 and reromved a few reactions involving CH2NH
# v827: removed N_D (N2D) because I don't have its nasa9 gibbs energy (only nasa7 in venot's thesis)
# v925: removed O + C2H3 -> HCO + CH2 and O + C2H4 -> H2CO + CH2; corrected a typo in NH + NO -> N2O + H
# v518: added NH2 + NH3 -> N2H3 + H2; NH2 + NH2 + M -> N2H4 + M; NH3 -> NH + H + H (2nd branch)
# v618: added  CH + H2O -> H2CO + H; OH photo; CH3CHO; add HCCO + H2 -> H2CCO + H and OH + C2H2 -> H2CCO + H
# v018: added HNO (HNO <-> NOx) and HNO2
# v118: added the photodisociation of NO and NO2
# v218: added more HNO <-> NOx reactions (so far v118 is the best)
# v0718: Higher rate of CH + CH2 from Moses; updated C + C + M -> C2 + M and reverse NH + M -> N + H 
##########################################################################################################################################################
##########################################################################################################################################################
# In Temp, KIDA means the values are close to those on KIDA
# in the form of k = A T^B exp(-C/T)
# Two-body Reactions
# id	Reactions                           	A       	B       	C      Ref 			             Temp  

1    [ OH + H2 -> H2O + H                 ]  3.57E-16     1.520    1740.0      1992OLD/LOG8426-8430      250-2580
491  [ CH2OH + O2 -> H2CO + HO2           ]  9.10E-12     0.000       0.0       1997DEM/SAN1-266         200-300
493  [ H2CN + N -> HCN + NH               ]  1.00E-10     0.000     200.0       1990NES/MAR4946-4951     200-363  
495  [ NH + OH -> HNO + H                 ]  3.32E-11     0.000       0.0       1991COH/WES1211-1311     298-3000
497  [ HNO + OH -> NO + H2O               ]  8.00E-11     0.000     500.0       1991TSA/HER609-663       300-2000
499  [ HNO + O -> NO + OH                 ]  5.99E-11     0.000       0.0       1991TSA/HER609-663       300-2500 
501  [ HNO + H -> NO + H2                 ]  3.01E-11     0.000     500.0       1991TSA/HER609-663       298-2500 
503  [ NO + CH3O -> HNO + H2CO            ]  1.33E-12     0.000       0.0       1988ZAS/MUK244           850-1200
505  [ NO + HCO -> HNO + CO               ]  1.20E-11     0.000       0.0       1991TSA/HER609-663       295-2500
507  [ HNO2 + OH -> NO2 + H2O             ]  2.09E-14     1.000      68.0       1991TSA/HER609-663       300-2500
509  [ NH2 + HNO -> NO + NH3              ]  1.50E-18     1.940    -580.0       Dean and Bozzelli
511  [ NCO + HCN -> HNCO + CN             ]  2.01E-11     0.000    4460.0       1992TSA753-791           500-2500   
513  [ NCO + NH2 -> HNCO + NH             ]  3.22E-16     1.91    -1039.0       1998XU/SUN1194-1199      1000-3000
515  [ NCO + HCO -> HNCO + CO             ]  5.99E-11     0.000       0.0       1992TSA753-791           500-2500 
517  [ CN + CO2 -> CO + NCO               ]  6.14E-12     0.000       0.0       1975HAY/IVE1103          1830-2400
519  [ HCN + O -> NCO + H                 ]  4.50E-15     1.580   13400.0       1991TSA/HER609-663       500-2500
521  [ HNCO + H -> NCO + H2               ]  2.91E-19     2.410    6190.0       1996NGU/SEN1615-1621     300-3300
523  [ HNCO + O -> NCO + OH               ]  3.66E-18     2.110    5750.0       1992HE/LIN711-717        300-3000 
525  [ HNCO + OH -> NCO + H2O             ]  1.06E-18     2.000    1290.0       1992TSA753-791           500-2500
527  [ N2H3 + NH -> N2H2 + NH2            ]  2.70E-12     0.000       0.0       KIDA
529  [ NH2 + H2CN -> NH3 + HCN            ]  2.29E-08    -1.060      60.8       Yelle et al.(2010) 
531  [ NH + NH2 -> NH3 + N                ]  1.59E-20     2.460      54.0       2009KLI/HAR10241-10259 
533  [ NH2 + O -> HNO + H                 ]  7.47E-11     0.000       0.0       1991COH/WES1211-1311     298-3000
535  [ H2 + HNO -> NH + H2O               ]  1.66E-10     0.000    8060.0       1994ROH/WAG975-981       1300-1900
537  [ S + SH -> H + S2                   ]  4.00E-11     0.000       0.0          1973SCH25-84             295   
539  [ OH + S -> H + SO                   ]  6.59E-11     0.000       0.0          1997DEM/SAN1-266         298 
541  [ SH + O -> H + SO                   ]  1.60E-10     0.000       0.0          1997DEM/SAN1-266         298
543  [ H + SH -> H2 + S                   ]  2.16E-11     0.000       0.0          1979NIC/AMO1868          295
545  [ H + H2S -> H2 + SH                 ]  5.80E-17     1.940     455.0          1999PEN/HU5307-5311   190-2237
547  [ C + SH -> H + CS                   ]  2.00E-10     0.000       0.0       Kida                     10-800
549  [ H + COS -> CO + SH                 ]  9.07E-12     0.000    1940.0          197
551  [ C + COS -> CO + CS                 ]  1.01E-10     0.000       0.0       1991DOR/CAU5109-5116     298
553  [ CH4 + S -> CH3 + SH                ]  3.39E-10     0.000   10000.0       1996TSU/YAM17202-17206   1140-1480
555  [ CH3 + H2S -> CH4 + SH              ]  1.13E-16     1.200     722.0       2003MOU/NAM3752-3758     200-3000
557  [ C2H5 + H2S -> C2H6 + SH            ]  1.00E-12     0.000       0.0          Jim
559  [ O + S2 -> SO + S                   ]  2.19E-11     0.000      84.0       1987CRA/MUR1733          298-1050
561  [ CS + O -> S + CO                   ]  2.70E-10     0.000     760.0       2004ATK/BAU1461-1738     150-300
563  [ O + CS2 -> CS + SO                 ]  5.89E-11     0.000     821.0       1988SIN/CVE1377          218-920
565  [ O + CS2 -> COS + S                 ]  3.65E-12     0.000     701.0       1988SIN/CVE1377          294-500
567  [ O + CS2 -> S2 + CO                 ]  5.81E-14     0.000       0.0       1988SIN/CVE1377          298
569  [ O + COS -> SO + CO                 ]  6.79E-11     0.000    2560.0       1973SCH25-84             270-1500
571  [ O + COS -> S + CO2                 ]  8.30E-11     0.000    5530.0       1988SIN/CVE1377          1200-1900
573  [ O + NS -> S + NO                   ]  3.00E-11     0.000       0.0       KIDA                     10-800
575  [ O + SH -> OH + S                   ]  3.80E-13     0.670     956.0       1973SCH25-84             298-2500
577  [ OH + H2S -> H2O + SH               ]  1.61E-11     0.000     541.0       2003MOU/NAM3752-3758     200-3000   
579  [ N + NS -> S + N2                   ]  1.25E-10    -0.200      20.0       KIDA                     10-800
581  [ NO + CS -> COS + N                 ]  1.00E-11     0.000    2500.0       Jim
583  [ H2S + O -> OH + SH                 ]  1.21E-16     1.750    1460.0       1995GOU/LAA161-169       200-2000
585  [ C + NS -> S + CN                   ]  2.00E-10     0.000       0.0       KIDA                     10-800
587  [ S + CN -> N + CS                   ]  9.99E-13     0.500       0.0       KIDA                     10-800
589  [ NH2 + S -> NS + H2                 ]  1.00E-11     0.000       0.0       Jim
591  [ CN + NS -> CS + N2                 ]  1.00E-14     0.000       0.0       Jim
593  [ S + CH -> SH + C                   ]  9.99E-13     0.500    4000.0       KIDA                     10-800
595  [ S + CH -> CS + H                   ]  1.40E-10     0.000       0.0       KIDA                     10-800
597  [ S + C2 -> CS + C                   ]  2.00E-10     0.000       0.0       KIDA                     10-800
599  [ S + C2H6 -> C2H5 + SH              ]  2.04E-10     0.000    7420.0       1996TSU/YAM17202-17206   880-1150
601  [ SH + OH -> S + H2O                 ]  4.00E-12     0.000     240.0       Zahnle2016
603  [ N + SO -> S + NO                   ]  1.50E-11	 0.000	  3680.0        KIDA                     10-280
605  [ S + NH -> H + NS                   ]  1.00E-10	 0.000	     0.0        KIDA                     10-800
607  [ S + NH -> N + SH                   ]  9.99E-13	 0.500	  4000.0        KIDA                     10-800
609  [ SH + NH2 -> S + NH3                ]  5.00E-12	 0.000      500.0	    Moses1995       
611  [ SH + SH -> S + H2S                 ]  3.16E-11     0.000       0.0       1979NIC/AMO1868          295
613  [ SH + SH -> H2 + S2                 ]  1.30E-11     0.000   20600.0       Zahnle2016 (like OH + OH) has more general T-dependence
615  [ H + HS2 -> S + H2S                 ]  7.32E-11	 0.000    3183.0       2002SEN/JAZ2439-2446     873-1423
617  [ S + H2S -> S2 + H2                 ]  1.00E-12     0.000    1500.0       Jim
619  [ S + CS2 -> CS + S2                 ]  2.82E-10     0.000    5920.0       1995WOI/ROT59-71         1260-1820
621  [ S + COS -> CO + S2                 ]  2.86E-24     3.970     580.0       2006LU/WU164329          298-985  
623  [ SO + C -> O + CS                   ]  1.00E-10     0.000       0.0       KIDA                     10-800
625  [ SO + C -> S + CO                   ]  2.60E-10     0.000     760.0       KIDA                     150-300
627  [ SO + OH -> SO2 + H                 ]  1.79E-07    -1.350       0.0       2000BLI/MCK2491-2497     295-703
629  [ SO + N -> O + NS                   ]  2.70E-12     0.500    8250.0       KIDA                     10-800
631  [ SO + SO -> SO2 + S                 ]  3.50E-15     0.000       0.0       1983MAR/HER1127          298
633  [ SO + SH -> S2 + OH                 ]  1.00E-13     0.000    2300.0       Jim
635  [ H + HS2 -> H2 + S2                 ]  2.08E-16     1.650    -556.0       2002SEN/JAZ2439-2446     873-1423    
637  [ S2 + C -> S + CS                   ]  1.05E-12     0.500       0.0       Jim  
639  [ S2 + N -> NS + S                   ]  9.99E-13     0.500    4000.0       KIDA                     10-800
641  [ S + HS2 -> S2 + SH                 ]  1.00E-11     0.000       0.0       2002SEN/JAZ2439-2446     873-1423
643  [ SH + HS2 -> S2 + H2S               ]  1.00E-11     0.000       0.0       2002SEN/JAZ2439-2446     873-1423
645  [ S4 + H -> HS2 + S2                 ]  1.00E-11	 0.000    2000.0       Jim
647  [ S8 + H -> HS2 + S2 + S4            ]  1.00E-11	 0.000    8100.0       Jim
649  [ SO2 + C -> SO + CO                 ]  6.91E-11     0.000       0.0       1991DOR/CAU5109-5116     298 
651  [ SO2 + CO -> SO + CO2               ]  4.47E-12     0.000   24300.0       1971BAU/JEF417           1770-2450
653  [ SH + NH3 -> H2S + NH2              ]  1.00E-11     0.000    7500.0       Jim
655  [ SH + HCS -> H2S + CS               ]  1.00E-10     0.000       0.0       Jim
657  [ H2S + C -> CS + H2                 ]  2.10E-10     0.000       0.0       2001GAL/CAR9893-9900     298       
659  [ HS2 + OH -> S2 + H2O               ]  1.00E-10     0.000       0.0       Jim
661  [ CS + OH -> COS + H                 ]  5.00E-11     0.000       0.0       KIDA                     10-300
663  [ CS + SO -> CO + S2                 ]  1.00E-12     0.000       0.0       Jim
665  [ CS + SO -> COS + S                 ]  1.00E-11     0.000       0.0       Jim
667  [ CS + COS -> CS2 + CO               ]  1.00E-11     0.000       0.0       Jim
669  [ CS2 + H -> SH + CS                 ]  1.00E-10     0.000   10400.0       Jim
671  [ CS2 + SH -> HS2 + CS               ]  1.00E-12     0.000   14800.0       Jim
673  [ COS + SH -> CO + HS2               ]  1.00E-11     0.000    2320.0       Jim
675  [ CH2 + S -> HCS + H                 ]  1.40E-10     0.000       0.0       KIDA                     10-800
677  [ HCS + H -> H2 + CS                 ]  1.50E-10     0.000       0.0       KIDA                     10-800 
679  [ HCS + CH3 -> CS + CH4              ]  1.00E-11     0.000       0.0       Jim
681  [ HCS + C2H5 -> CS + C2H6            ]  1.00E-11     0.000       0.0       Jim
683  [ SH + N -> NS + H                   ]  1.00E-10     0.000       0.0       KIDA                     10-280
685  [ NS + OH -> NO + SH                 ]  1.00E-13     0.000       0.0       Jim
687  [ S + S3 -> S2 + S2                  ]  8.00E-11     0.000       0.0       Estimate, Moses1996
689  [ H + S3 -> SH + S2                  ]  5.00E-11     0.000     500.0       Zahnle2016
691  [ H + S4 -> SH + S3                  ]  5.00E-11     0.000     500.0       Zahnle2016
693  [ S + O2 -> SO + O                   ]  2.19E-11     0.000      84.00      1987CRA/MUR1733         298-1050
695  [ S3 + O -> S2 + SO                  ]  8.00E-11     0.000       0.0       Estimate,Moses1996
697  [ S4 + O -> S3 + SO                  ]  8.00E-11     0.000       0.0       Estimate,Moses1996
699  [ COS + OH -> CO2 + SH               ]  1.10E-13     0.000    1200.0       2004ATK/BAU1461-1738     250-500 
701  [ S + S4 -> S2 + S3                  ]  8.00E-11     0.000       0.0       Estimate,Moses1996
703  [ S3 + CO -> S2 + COS                ]  1.00e-11     0.000   10000.0       Estimate,Zahnle2016
705  [ O3 + H -> OH + O2                  ]  1.40E-10     0.        470.0        1997DEM/SAN1-266  	     200-300 
707  [ O + O3 -> O2 + O2                  ]  8.00E-12     0.       2060.0      2004ATK/BAU1461-1738      200-400
709  [ OH + O3 -> HO2 + O2                ]  1.70E-12     0.        940.0      2004ATK/BAU1461-1738      220-450
711  [ HCO + O2 -> CO + HO2               ]  5.20E-12     0.          0.0      2001ATK/BAU1-56           200-400
713  [ H2O2 + H -> H2 + HO2               ]  2.81E-12     0.       1890.0      1992BAU/COB411-429         300-1000
715  [ H2O2 + H -> OH + H2O               ]  1.69E-11     0.       1800.0      1992BAU/COB411-429         300-1000
717  [ HO2 + H -> OH + OH                 ]  2.81E-10     0.        440.0      1992BAU/COB411-429         300-1000
719  [ HO2 + H -> O + H2O                 ]  5.00E-11     0.        866.0      1992BAU/COB411-429         300-1000
721  [ HO2 + H -> O2 + H2                 ]  7.11E-11     0.        710.0      1992BAU/COB411-429         300-1000
723  [ HO2 + NO -> OH + NO2               ]  3.60E-12     0.       -270.0      2004ATK/BAU1461-1738       200-400
725  [ HO2 + NO3 -> OH + NO2 + O2         ]  2.51E-12     0.          0.0      1992BEC/RAH776-783  298
727  [ HO2 + NO3 -> HNO3 + O2             ]  1.91E-12     0.          0.0      1992BEC/RAH776-783  298
729  [ HO2 + O3 -> OH + O2 + O2           ]	9.71E-28     4.57     -693.0      2004ATK/BAU1461-1738       250-340   		
731  [ O + H2O2 -> OH + HO2               ]  1.40E-12     0.       2000.0      2004ATK/BAU1461-1738       280-390
733  [ O + HO2 -> OH + O2                 ]  2.70E-11     0.       -224.0      2004ATK/BAU1461-1738       220-440
735  [ OH + H2O2 -> H2O + HO2             ]  2.90E-12     0.        160.0      2004ATK/BAU1461-1738       240-460
737  [ O2 + H2CO -> HO2 + HCO             ]  3.40E-11     0.      19600.0      1986TSA/HAM1087           300-2500
739  [ NO + O3 -> NO2 + O2                ]  1.40E-12     0.       1310.0      2004ATK/BAU1461-1738  195-308
741  [ N + O3 -> O2 + NO                  ]  1.00E-16     0.          0.0      1987BAR/MAR1453       298
743  [ N + NO2 -> N2O + O                 ]  5.80E-12     0.       -220.0      1997DEM/SAN1-266      200-300
745  [ NO + NO3 -> NO2 + NO2              ]  1.79E-11     0.       -110.0      1992ATK/BAU1125-1568  200-4400
747  [ CH3O + O2 -> H2CO + HO2            ]  7.20E-14     0.       1080.0      2001ATK/BAU1-56       298-610
749  [ NH2 + O3 -> H2O + NO2              ]  4.3e-12      0.        930.0      JPL                   200-300 
751  [ SO3 + CO -> CO2 + SO2              ]  1.00E-11     0.000   13000.0       Krasnopolsky&Pollack(1994)
753  [ HSO3 + O2 -> HO2 + SO3             ]  1.30E-12     0.000     330.0       2004ATK/BAU1461-1738     290-420
755  [ SH + O2 -> SO2 + H                 ]  2.49E-19     2.123    5546.0       Van de Vijver2015  
757  [ SH + O2 -> HSO + O                 ]  3.11E-11     0.000    9020.0       1997TSU/KAM57-66         1400-1850 
759  [ SH + O3 -> HSO + O2                ]  9.50E-12     0.000     280.0       2004ATK/BAU1461-1738     290-440
761  [ S + O3 -> SO + O2                  ]  1.20E-11     0.000       0.0       2004ATK/BAU1461-1738     298
763  [ CH3 + HO2 -> CH4 + O2              ]  5.99E-12     0.000       0.0       1986TSA/HAM1087          300-2500
765  [ SO + O3 -> SO2 + O2                ]  4.50E-12     0.000    1170.0       2004ATK/BAU1461-1738     230-420
767  [ SO3 + O -> SO2 + O2                ]  2.32E-16     0.000     487.0       1972JAC/WIN2077          300-500
769  [ SO + SO3 -> SO2 + SO2              ]  1.99E-15     0.000       0.0       1975CHU/CAL161           298
771  [ SO3 + H2O -> H2SO4                 ]  1.20E-15     0.000       0.0       1994REI/ARN7399-7407     298	
773  [ O + NO3 -> NO2 + O2                ]  1.70E-11     0.          0.0      2004ATK/BAU1461-1738      298
775  [ H + NO3 -> OH + NO2                ]  9.40E-11     0.          0.0      1992BEC/RAH776-783        298
777  [ OH + HO2 -> H2O + O2               ]  2.40E-08    -1.00        0.0       1986TSA/HAM1087          300-2500  
779  [ H2CN + H -> HCN + H2               ]  6.00E-11     0.          0.0       KIDA                     10-300
781  [ CN + C2H2 -> HC3N + H              ]  2.27E-10     0.          0.0       2007GAN/GLO6679-6692     298
783  [ HCN + C2H -> HC3N + H              ]  5.30E-12     0.        769.0       1997HOO/LEO28717-28723   297-360
785  [ H + CH3CN -> HCN + CH3             ]  3.39E-12     0.       3950.0       1970JAM/BRO3619          313-780
787  [ H + CH3CN -> CH2CN + H2            ]  3.32E-12     0.       4277.8       Williams&Fleming(1997)   
789  [ CH3CN + OH -> CH2CN + H2O          ]  3.33E-22     3.310     266.0       2004LI/WAN251-257        250-2500
791  [ CH3CN + O -> CH2CN + OH            ]  7.85E-16     1.800    7228.0       2010SUN/TAN64301         200-3000      
793  [ CN + C2H4 -> C2H3CN + H            ]  3.21E-10     0.0         0.0       2007GAN/GLO6679-6692     298
795  [ HCN + C2H3 -> C2H3CN + H           ]  4.50E-14     0.0         0.0       1993MON/ROM17115-17122   298
797  [ C2H3CN + C2 -> HCN + C4H2          ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280   300
799  [ C2H3CN + C2 -> HC3N + C2H2         ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280(split)	
801  [ N + C2H3 -> CH2CN + H              ]  7.72E-11     0.0         0.0       1996PAY/MON9808-9815     298
803  [ CH2CN + O -> HCN + HCO             ]  2.22E-12     0.64         0.0      1995HOY/SEE215-226       253-353
805  [ CH3 + CN -> CH2CN + H              ]  1.00E-11     0.0         0.0       KIDA                     10-300  
807  [ HO2 + CH4 -> CH3 + H2O2            ]  3.01E-13     0.0      9350.0       1986TSA/HAM1087          300-2500
809  [ HO2 + NH2 -> NH3 + O2              ]  2.75E-20    1.550     1020.0       1996SUM/PEY742-748       300-2000
811  [ N + NH3 -> N2H + H2                ]  7.42E-12     0.0      4830.0       1988BAS/VED1552-1558     710-930
813  [ HO2 + SH -> OH + HSO               ]  1.00E-11     0.0         0.0       1987STA/MOL4603          298
815  [ HO2 + SH -> O2 + H2S               ]  3.56E-11     0.0         0.0       2016ZHA/YAN17414-17427   298 TODO: fit 240-425K 	
817  [ HO2 + SO2 -> OH + SO3              ]  2.26E-13     0.0      3420.0       2010HWA/COO168-180       970-2500
819  [ HO2 + H2S -> H2O + HSO             ]  5.00E-12     0.0         0.0       1990BUL/VER1214-1223     298
821  [ SH + NO2 -> HSO + NO               ]  2.90E-11     0.000    -240.0       2004ATK/BAU1461-1738     220-420
823  [ SO + NO2 -> SO2 + NO               ]  1.40E-11     0.000       0.0       2004ATK/BAU1461-1738     210-360
825  [ CH3OH + OH -> CH3O + H2O           ]  1.66E-11     0.000     854.0       1984WAR197C              300-2000
827  [ CH3OH + OH -> CH2OH + H2O          ]  2.40E-18     2.000    -423.0       1996LI/WIL1017-1024      300-2500
829  [ N2H3 + N2H3 -> NH3 + NH3 + N2      ]  4.98E-12     0.000       0.0       1962SCH/VOL1510          423
831  [ O2 + NH2 -> HNO + OH               ]  2.51E-12    -0.390   18200.0       1989BOZ/DEA1058-1065     200-1900
833  [ NH3 + NH2 -> N2H3 + H2             ]  4.00E-09      0.0    34200.0        Dean1984
835  [ O + C2H4 -> H2CO + CH2             ]  9.63E-18	  1.990    1439.0       2017LI/JAS219-227        300-2500   
837  [ O + C2H3 -> HCO + CH2              ]  2.50E-11	  0.000   	  0.0       halfof1992BAU            300-2000   
839  [ CH3SH + H -> CH3S + H2             ]  2.29E-16     1.730     496.0       2015KER/ALE7352-7360     200-3000
841  [ CH3SH + H -> CH3 + H2S             ]  1.16E-13     0.770    1623.0       2015KER/ALE7352-7360     200-3000
843  [ CH3SH + H -> CH4 + SH              ]  1.18E-17     1.980    8321.0       2015KER/ALE7352-7360     200-3000
845  [ CH3SH + O -> CH3S + OH             ]  6.98e-17     1.818      40.3       Gersen2017               200-800
847  [ CH3SH + OH -> CH3S + H2O           ]  2.13E-17     1.770    -850.0       2003MAS/GON4490-4496     225-1000
849  [ CH3SH + SH -> CH3S + H2S           ]  1.99E-10     0.000    2979.0       Van de Vijver2015
851  [ CO + HO2 -> CO2 + OH               ]  2.51E-10     0.      11900.0       1986TSA/HAM1087          300-2500
853  [ C2H5 + HO2 -> C2H6 + O2            ]  5.00E-13     0.          0.0       1986TSA/HAM1087          300-2500
855  [ C2H + C2H5 -> C3H3 + CH3           ]  3.01E-11     0.0         0.0       1986TSA/HAM1087          300-2500 
857  [ C2H3 + C2H3 -> CH3 + C3H3          ]  2.50E-11     0.0         0.0       Ismail2009(Moses2016)
859  [ C3H3 + OH -> HCO + C2H3            ]  8.30E-11     0.0         0.0       2009HAN/MIL2153-2164     500-2100 
861  [ CH2OH + C2H -> OH + C3H3           ]  2.00E-11     0.0         0.0       1987TSA471               300-2500
863  [ N + C3H3 -> HC3N + H2              ]  5.00E-11     0.0         0.0       KIDA(cf.N+C2H3)          10-800
865  [ N + C3H2 -> HC3N + H               ]  1.00E-11     0.0      2000.0       KIDA                     10-800 
867  [ CH2 + C2H2 -> C3H2 + H2            ]  1.00E-12     0.0      3332.0       Bohland1986(Moses2006)
869  [ CH2 + C2H2 -> C3H3 + H             ]  3.99E-11     0.0      3332.0       Appel_Frenklach2000
871  [ CH2 + C2H -> C3H2 + H              ]  3.01E-11     0.0         0.0       Est_C2H+CH2=C2H2+CH      300-2500
873  [ CH + C2H2 -> C3H2 + H              ]  1.50E-10     0.0      -252.0       1998GUA/SCH5857-5866     300-1000 
875  [ CH3 + C2H -> C3H3 + H              ]  6.64E-11     0.0         0.0       Appel_Frenklach2000
877  [ CH3 + C2H2 -> C3H4 + H             ]  8.57E-15     0.860   11100.0       1999DAV/LAW5889-5899     600-2500
879  [ C + C2H2 -> C3H2                   ]  2.71E-10     0.000      16.0       1998GUA/SCH5857-5866     300-1000
881  [ C6H5 + H2 -> C6H6 + H              ]  2.81E-20     2.630    2294.0       2017SEM/SAV25401-25413   300-3000
883  [ C6H5 + CH4 -> C6H6 + CH3           ]  9.96E-12     0.0      6201.0       1999TOK/PAR3636-3645     600-980 
885  [ NH + H2CN -> HCN + NH2             ]  3.00E-11     0.000       0.0                      
887  [ CH3CHO + H -> H2 + CH3CO           ]  6.64E-11     0.000    2120.0       1984WAR197C              300-2000
889  [ N2H3 + N2H -> N2H2 + N2H2          ]  1.66E-11     0.0      2015.0       Konnov&DeRuyck2001(Moses2016)
891  [ N2H3 + CH3 -> N2H2 + CH4           ]  1.36E-18     1.870     915.0       DeanandBozzelli(2000)(Moses2016)
893  [ C3H4 + SH -> C3H3 + H2S            ]  2.51E-22     3.370    3632.0       2016ZEN/ALT8941-8948     300-2000
895  [ CH + C3H3 -> C4H3 + H              ]  3.26E-10     0.000     -61.0       Moses16 
897  [ C2H + C2H5 -> C4H5 + H             ]  1.20E-10     0.000       0.0       Moses16 
899  [ C2H2 + C4H5 -> C6H6 + H            ]  5.31E-08     -1.110    4568.0       2007SEN/MIL3740-3747     500-2500
901  [ O + S2O -> SO + SO                 ]  1.54E-12     0.000       0.0       1988SIN/CVE1377          298
903  [ H2S + S2O -> H2O + S3              ]  1.30E-16     1.510   17100.0       2005SEN/HAY8180-8186     300-2000   
905  [ H2S + SO2 -> H2O + S2O             ]  2.73E-18     1.860   19000.0       2005SEN/HAY8180-8186     300-2000
907  [ CO + CH3S -> COS + CH3             ]  1.10E-16     1.570    3359.0       2008TAN/PAN221-226       200-3000
909  [ C + CH3S -> CS + CH3               ]  3.00E-10     0.000       0.0       KIDA                     10-800
911  [ O2 + CH3S -> CH3 + SO2             ]  1.57E+02    -3.800    6190.0       2006ZHU/BOZ6923-6937     200-2000    
913  [ HO2 + HO2 -> H2O2 + O2             ]  2.30E-13     0.       -600.0       2004ATK/BAU1461-1738     230-420
915  [ O_1 + H2 -> OH + H                 ]  2.87E-10     0.000       0.0       1975TUL1893              100-2100        
917  [ O_1 + CH4 -> OH + CH3              ]  1.13E-10     0.000       0.0       1994DEM/SAN              200-300
919  [ O_1 + H2O -> OH + OH               ]  1.62E-10     0.000     -65.0       2004DUN/RAV3333-3340     235-370
921  [ O_1 + CO2 -> O + CO2               ]  2.52E-10     0.000       0.0       1975TUL1893              100-2100
923  [ CH2_1 + H2 -> CH3 + H              ]  9.24E-11     0.000       0.0       Langford(1983)
925  [ O_1 + O2 -> O + O2                 ]  3.20E-11     0.        -70.0       1997DEM/SAN1-266         200-300
927  [ O_1 + O3 -> O2 + O2                ]  1.20E-10     0.          0.0       1997DEM/SAN1-266         200-300	
929  [ O_1 + O3 -> O2 + O + O             ]  1.20E-10     0.          0.0       1997DEM/SAN1-266         200-300	
931  [ O_1 + CH4 -> H2CO + H2             ]  7.51E-12     0.000       0.0                        
933  [ O_1 + C2H6 -> C2H5 + OH            ]  6.29E-10     0.000       0.0                                           
935  [ O_1 + NH3 -> OH + NH2              ]  2.51E-10     0.000       0.0   
937  [ O_1 + N2O -> NO + NO               ]  7.21E-11     0.000       0.0      1997ATK/BAU1329-1499   200-350	  
939  [ O_1 + N2O -> N2 + O2               ]  4.40E-11     0.000       0.0      1997ATK/BAU1329-1499   200-350
941  [ O_1 + N2 -> O + N2                 ]  1.79E-11     0.000     -107.      1997ATK/BAU1329-1499   100-350
943  [ O_1 + NO2 -> O2 + NO               ]  3.01E-10     0.000       0.0      1975GAU/SNE27          300
945  [ O_1 + CO -> CO2                    ]  8.00E-11     0.000       0.0       1975TUL1893              100-2100
947  [ O_1 + COS -> CO + SO               ]  3.01E-10     0.000       0.0       1975GAU/SNE27            300
949  [ CH2_1 + H2 -> CH2 + H2             ]  1.26E-11     0.000       0.0       Braun(1970)
951  [ CH2_1 + H2O -> CH2 + H2O           ]  5.00E-11     0.000       0.0       Wang&Frenklack(1997)
953  [ CH2_1 + CO -> CH2 + CO             ]  5.00E-11     0.000       0.0       Wang&Frenklack(1997) 
955  [ CH2_1 + C2H2 -> C3H3 + H           ]  6.64E-11     0.000       0.0       Wang&Frenklach(1997)
957  [ OH + CH3 -> CH2_1 + H2O            ]  8.84E-08     -1.27     186.0       2016OLM/VAR423-441       500-2500 	
959  [ N_2D + H2 -> NH + H                ]  4.20e-11     0.000     880.0       1999HER1453-1483         200-300 
961  [ N_2D + H2O -> NH + OH              ]  4.00e-11     0.000       0.0       1999HER1453-1483         298
963  [ N_2D + NH3 -> NH + NH2             ]  5.00e-11     0.000       0.0       1999HER1453-1483         200-300
965  [ N_2D + O2 -> NO + O                ]  9.70E-12     0.000     185.0      1999HER1453-1483         200-500
967  [ N_2D + N2O -> N2 + NO              ]  1.50E-11     0.000     570.0      1999HER1453-1483         200-400
969  [ N_2D + CH3 -> H2CN + H             ]  2.30E-10     0.000       0.0       Pearce2020 
