# VULCAN N-C-H-O network for reducing atmospheres
#########################################################################################################################################################
# logged history
# 7.2024 update CH2OH+M=H+H2CO+M and CH3O+M=H+H2CO+M (See Appendix B in Tsai+2024b)
# 10.2020 added C4H5 C6H5 recombination pathways to form C6H6
# 10.2020 replaced H2O + H with OH + H2 (faster for water recycling at T < 250K)
# 9.2020 added C3H4 (CH2=C=CH2) and OH + CH3 -> CH2_1 + H2O
# 9.2020 changed NH3+NH2=N2H3+H2 to Venot's rate(Konnov) and updated the rate of N2H2 + H -> N2H + H2 
# 8.2020 updated
# [ CH2 + C2H2 -> C3H2 + H2            ]  1.00E-12     0.0      3332.0       Bohland1986(Moses2006)
# [ CH2 + C2H2 -> C3H3 + H             ]  3.99E-11     0.0      3332.0       Appel_Frenklach2000
# [ CH2 + C2H -> C3H2 + H              ]  3.01E-11     0.0         0.0       Est_C2H+CH2=C2H2+CH      300-2500
# [ CH + C2H2 -> C3H2 + H              ]  1.50E-10     0.0      -252.0       1998GUA/SCH5857-5866     300-1000 
# [ CH3 + C2H -> C3H3 + H              ]  6.64E-11     0.0         0.0       Appel_Frenklach2000	
# [ CH2_1 + C2H2 -> C3H3 + H           ]  5.00E-11     0.000       0.0       Wang&Frenklach(1997)  
# 8.2020 add HO2 and H2O2 reactions and H2CN + H -> HCN + H2; add HC3N (H2CN unimportant) 
# 8.2020 removed CN + M -> C + N + M and CN + C2H2 -> C2H + HCN  and CN + C2H4 -> C2H3 + HCN
# 6.2020 add CH3CHO + H -> H2 + CH3CO and N2H3 + NH -> N2H2 + NH2
# 9.2019 updated and added a few CH2_1 and O_1 reactions; removing CH3NH (only CH2NH, CH2NH2, CH3NH2 are important (Tsai2018))
# v813: Add CH3HN2, CH3HN, CH2NH2, and CH2NH; v814 reduced from v813 and reromved a few reactions involving CH2NH
# v827: removed N_D (N2D) because I don't have its nasa9 gibbs energy (only nasa7 in venot's thesis)
# v925: removed O + C2H3 -> HCO + CH2 and O + C2H4 -> H2CO + CH2; corrected a typo in NH + NO -> N2O + H
# v518: added NH2 + NH3 -> N2H3 + H2 then removed; NH2 + NH2 + M -> N2H4 + M; NH3 -> NH + H + H (2nd branch)
# v618: added  CH + H2O -> H2CO + H; OH photo; CH3CHO; add HCCO + H2 -> H2CCO + H and OH + C2H2 -> H2CCO + H
# v018: added HNO (HNO <-> NOx) and HNO2
# v118: added the photodisociation of NO and NO2
# v218: added more HNO <-> NOx reactions (so far v118 is the best)
# v0718: Higher rate of CH + CH2 from Moses; updated C + C + M -> C2 + M and reverse NH + M -> N + H 
##########################################################################################################################################################
# In Temp, KIDA means the values are close to those on KIDA
# in the form of k = A T^B exp(-C/T)
# Two-body Reactions
# id	Reactions                           	A       	B       	C      Ref 			             Temp  

1    [ OH + H2 -> H2O + H                 ]  3.57E-16     1.520    1740.0      1992OLD/LOG8426-8430      250-2580
475  [ HCN + O -> NCO + H                 ]  4.50E-15     1.580   13400.0       1991TSA/HER609-663       500-2500
477  [ CN + OH -> NCO + H                 ]  7.01E-11     0.000       0.0       1992TSA753-791           500-2500
479  [ HNCO + H -> NCO + H2               ]  2.91E-19     2.410    6190.0       1996NGU/SEN1615-1621     300-3300
481  [ HNCO + O -> NCO + OH               ]  3.66E-18     2.110    5750.0       1992HE/LIN711-717        300-3000 
483  [ HNCO + OH -> NCO + H2O             ]  1.06E-18     2.000    1290.0       1992TSA753-791           500-2500
485  [ N2H3 + NH -> N2H2 + NH2            ]  2.70E-12     0.000       0.0       KIDA
487  [ NH2 + H2CN -> NH3 + HCN            ]  2.29E-08    -1.060      60.8       Yelle et al.(2010) 
489  [ NH + NH2 -> NH3 + N                ]  1.59E-20     2.460      54.0       2009KLI/HAR10241-10259 
491  [ NH2 + O -> HNO + H                 ]  7.47E-11     0.000       0.0       1991COH/WES1211-1311     298-3000
493  [ H2 + HNO -> NH + H2O               ]  1.66E-10     0.000    8060.0       1994ROH/WAG975-981       1300-1900
495  [ HO2 + H -> OH + OH                 ]  2.81E-10     0.        440.0       1992BAU/COB411-429       300-1000
497  [ HO2 + H -> O + H2O                 ]  5.00E-11     0.        866.0       1992BAU/COB411-429       300-1000
499  [ HO2 + H -> O2 + H2                 ]  7.11E-11     0.        710.0       1992BAU/COB411-429       300-1000
501  [ CO + HO2 -> CO2 + OH               ]  2.51E-10     0.      11900.0       1986TSA/HAM1087          300-2500
503  [ O + H2O2 -> OH + HO2               ]  1.60E-17     2.00     2000.0       1986TSA/HAM1087          300-2500
505  [ OH + H2O2 -> H2O + HO2             ]  2.91E-12     0.        160.0       1986TSA/HAM1087          300-2500
507  [ H2O2 + H -> H2 + HO2               ]  2.81E-12     0.       1890.0       1992BAU/COB411-429       300-1000
509  [ H2O2 + H -> OH + H2O               ]  1.69E-11     0.       1800.0       1992BAU/COB411-429       300-1000
511  [ O + HO2 -> OH + O2                 ]  2.91E-11     0.       -200.0       1986TSA/HAM1087          300-2500
513  [ CH3 + HO2 -> CH4 + O2              ]  5.99E-12     0.000       0.0       1986TSA/HAM1087          300-2500 
515  [ C2H5 + HO2 -> C2H6 + O2            ]  5.00E-13     0.          0.0       1986TSA/HAM1087          300-2500
517  [ HCO + O2 -> CO + HO2               ]  5.81E-12     0.          0.0       1981CHE/RHO385           250-2000
519  [ OH + HO2 -> H2O + O2               ]  2.40E-08    -1.00        0.0       1986TSA/HAM1087          300-2500  
521  [ H2CN + H -> HCN + H2               ]  6.00E-11     0.          0.0       KIDA                     10-300
523  [ CN + C2H2 -> HC3N + H              ]  2.27E-10     0.          0.0       2007GAN/GLO6679-6692     298
525  [ HCN + C2H -> HC3N + H              ]  5.30E-12     0.        769.0       1997HOO/LEO28717-28723   297-360
527  [ H + CH3CN -> HCN + CH3             ]  3.39E-12     0.       3950.0       1970JAM/BRO3619          313-780
529  [ H + CH3CN -> CH2CN + H2            ]  3.32E-12     0.       4277.8       Williams&Fleming(1997)   
531  [ CH3CN + OH -> CH2CN + H2O          ]  3.33E-22     3.310     266.0       2004LI/WAN251-257        250-2500
533  [ CH3CN + O -> CH2CN + OH            ]  7.85E-16     1.800    7228.0       2010SUN/TAN64301         200-3000      
535  [ CN + C2H4 -> C2H3CN + H            ]  3.21E-10     0.0         0.0       2007GAN/GLO6679-6692     298
537  [ HCN + C2H3 -> C2H3CN + H           ]  4.50E-14     0.0         0.0       1993MON/ROM17115-17122   298
539  [ C2H3CN + C2 -> HCN + C4H2          ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280   300
541  [ C2H3CN + C2 -> HC3N + C2H2         ]  2.20E-12     0.0         0.0       Estfrom1980REI/MAN2280(split) 	
543  [ N + C2H3 -> CH2CN + H              ]  7.72E-11     0.0         0.0       1996PAY/MON9808-9815     298
545  [ CH2CN + O -> HCN + HCO             ]  2.22E-12     0.64         0.0      1995HOY/SEE215-226       253-353  
547  [ HO2 + CH4 -> CH3 + H2O2            ]  3.01E-13     0.0      9350.0       1986TSA/HAM1087          300-2500
549  [ HO2 + NH2 -> NH3 + O2              ]  2.75E-20     1.550    1020.0       1996SUM/PEY742-748       300-2000
551  [ N + NH3 -> N2H + H2                ]  7.42E-12     0.0      4830.0       1988BAS/VED1552-1558     710-930
553  [ C2H + C2H5 -> C3H3 + CH3           ]  3.01E-11     0.0         0.0       1986TSA/HAM1087          300-2500 
555  [ C2H3 + C2H3 -> CH3 + C3H3          ]  2.50E-11     0.0         0.0       Ismail2009(Moses2016)
557  [ C3H3 + OH -> HCO + C2H3            ]  8.30E-11     0.0         0.0       2009HAN/MIL2153-2164     500-2100 
559  [ CH2OH + C2H -> OH + C3H3           ]  2.00E-11     0.0         0.0       1987TSA471               300-2500
561  [ N + C3H3 -> HC3N + H2              ]  5.00E-11     0.0         0.0       KIDA(cf.N+C2H3)          10-800
563  [ N + C3H2 -> HC3N + H               ]  1.00E-11     0.0      2000.0       KIDA                     10-800 
565  [ CH2 + C2H2 -> C3H2 + H2            ]  1.00E-12     0.0      3332.0       Bohland1986(Moses2016)
567  [ CH2 + C2H2 -> C3H3 + H             ]  3.99E-11     0.0      3332.0       Appel_Frenklach2000
569  [ CH2 + C2H -> C3H2 + H              ]  3.01E-11     0.0         0.0       Est_C2H+CH2=C2H2+CH      300-2500
571  [ CH + C2H2 -> C3H2 + H              ]  1.50E-10     0.0      -252.0       1998GUA/SCH5857-5866     300-1000 
573  [ CH3 + C2H -> C3H3 + H              ]  6.64E-11     0.0         0.0       Appel_Frenklach2000
575  [ NH3 + NH2 -> N2H3 + H2             ]  4.00E-9      0.0    34200.0        Dean1984
577  [ N2H3 + N2H -> N2H2 + N2H2          ]  1.66E-11     0.0      2015.0       Konnov&DeRuyck2001(Moses2016)
579  [ N2H3 + CH3 -> N2H2 + CH4           ]  1.36E-18     1.870     915.0       DeanandBozzelli(2000)(Moses2016)
581  [ CH3 + C2H2 -> C3H4 + H             ]  8.57E-15     0.860   11100.0       1999DAV/LAW5889-5899     600-2500 
583  [ CH + C3H3 -> C4H3 + H              ]  3.26E-10     0.000     -61.0       Moses2016 
585  [ C2H + C2H5 -> C4H5 + H             ]  1.20E-10     0.000       0.0       Moses2016 
587  [ C2H2 + C4H5 -> C6H6 + H            ]  5.31E-08     -1.110    4568.0      2007SEN/MIL3740-3747     500-2500 
589  [ C6H5 + H2 -> C6H6 + H              ]  2.81E-20     2.630    2294.0       2017SEM/SAV25401-25413   300-3000
591  [ C6H5 + CH4 -> C6H6 + CH3           ]  9.96E-12     0.0      6201.0       1999TOK/PAR3636-3645     600-980 	      
593  [ C + C2H2 -> C3H2                   ]  2.71E-10     0.000      16.0       1998GUA/SCH5857-5866     300-1000        
595  [ O + C2H4 -> H2CO + CH2             ]  9.63E-18	  1.990    1439.0       2017LI/JAS219-227        300-2500   
597  [ O + C2H3 -> HCO + CH2              ]  2.50E-11	  0.000   	  0.0       halfof1992BAU            300-2000
599  [ CH3OH + OH -> CH3O + H2O           ]  1.66E-11     0.000     854.0       1984WAR197C              300-2000
601  [ CH3OH + OH -> CH2OH + H2O          ]  2.40E-18     2.000    -423.0       1996LI/WIL1017-1024      300-2500
603  [ HO2 + NO -> OH + NO2               ]  3.60E-12     0.       -270.0       2004ATK/BAU1461-1738     200-400
605  [ O2 + H2CO -> HO2 + HCO             ]  3.40E-11     0.      19600.0       1986TSA/HAM1087          300-2500
607  [ N + NO2 -> N2O + O                 ]  5.80E-12     0.       -220.0       1997DEM/SAN1-266         200-300
609  [ CH3O + O2 -> H2CO + HO2            ]  7.20E-14     0.       1080.0       2001ATK/BAU1-56          298-610
611  [ CH3 + CN -> CH2CN + H              ]  1.00E-11     0.0         0.0       KIDA                     10-300 
613  [ HO2 + HO2 -> H2O2 + O2             ]  2.30E-13     0.       -600.0       2004ATK/BAU1461-1738     230-420
615  [ O_1 + C2H6 -> C2H5 + OH            ]  6.29E-10     0.000       0.0       1993MAT/TON6816-6821     300                      
617  [ O_1 + H2 -> OH + H                 ]  2.87E-10     0.000       0.0       1975TUL1893              100-2100                   
619  [ O_1 + CH4 -> OH + CH3              ]  1.13E-10     0.000       0.0       1994DEM/SAN              200-300                    
621  [ O_1 + H2O -> OH + OH               ]  1.62E-10     0.000     -65.0       2004DUN/RAV3333-3340     235-370
623  [ O_1 + CO2 -> O + CO2               ]  2.52E-10     0.000       0.0       1975TUL1893              100-2100
625  [ O_1 + NH3 -> OH + NH2              ]  2.51E-10     0.000       0.0       1997DEM/SAN1-266         200-300
627  [ O_1 + CO -> CO2                    ]  8.00E-11     0.000       0.0       1975TUL1893              100-2100
629  [ O_1 + NO2 -> O2 + NO               ]  3.01E-10     0.000       0.0       1975GAU/SNE27            300
631  [ O_1 + N2 -> O + N2                 ]  1.79E-11     0.000     -107.      1997ATK/BAU1329-1499   100-350
633  [ CH2_1 + H2 -> CH3 + H              ]  9.24E-11     0.000       0.0       Langford(1983)
635  [ CH2_1 + H2 -> CH2 + H2             ]  1.26E-11     0.000       0.0       Braun(1970)
637  [ CH2_1 + H2O -> CH2 + H2O           ]  5.00E-11     0.000       0.0       Wang&Frenklach(1997)
639  [ CH2_1 + CO -> CH2 + CO             ]  5.00E-11     0.000       0.0       Wang&Frenklach(1997)  	
641  [ CH2_1 + C2H2 -> C3H3 + H           ]  6.64E-11     0.000       0.0       Wang&Frenklach(1997)  	
643  [ N_2D + H2 -> NH + H                ]  4.20e-11     0.000     880.0       1999HER1453-1483         200-300 
645  [ N_2D + H2O -> NH + OH              ]  4.00e-11     0.000       0.0       1999HER1453-1483         298
647  [ N_2D + NH3 -> NH + NH2             ]  5.00e-11     0.000       0.0       1999HER1453-1483         200-300
649  [ N_2D + O2 -> NO + O                ]  9.70E-12     0.000     185.0      1999HER1453-1483         200-500
651  [ N_2D + N2O -> N2 + NO              ]  1.50E-11     0.000     570.0      1999HER1453-1483         200-400
653  [ OH + CH3 -> CH2_1 + H2O            ]  8.84E-08     -1.27     186.0       2016OLM/VAR423-441       500-2500
655  [ He -> He                           ]  0.00E+00     0.000       0.0

# 3-body and Disscoiation Reactions
# id	# Reactions                         	A_0     	B_0     	C_0     	A_inf   	B_inf   	C_inf		Ref 		  	Temp

657  [ H + H + M -> H2 + M                ]  2.70E-31    -0.600       0.0      3.31E-06    -1.000       0.0                             100-5000, --
659  [ H + O + M -> OH + M                ]  1.30E-29    -1.000       0.0      1.00E-11     0.000       0.0                             300-2500, --
661  [ OH + H + M -> H2O + M              ]  3.89E-25    -2.000       0.0      4.26E-11     0.230     -57.5                             300-3000, 300-3000
663  [ H + CH + M -> CH2 + M              ]  2.76E-29    -1.000       0.0      1.00E-12     0.000       0.0                               --, --
665  [ H + CH3 + M -> CH4 + M             ]  1.76E-24    -1.800       0.0      2.06E-10    -0.400       0.0                             300-1000, 300-2500
667  [ H + C2H2 + M -> C2H3 + M           ]  1.05E-07    -7.270    3630.0      9.13E-12     0.000    1220.0                             700-2500, 300-2000
669  [ H + C2H3 + M -> C2H4 + M           ]  2.30E-24    -1.000       0.0      6.46E-11     0.200       0.0        Moses2005, 2005HAR/GEO4646-4656  
671  [ H + C2H4 + M -> C2H5 + M           ]  1.30E-29     0.000     380.0      1.27E-15     1.490     499.0        1994BAU/COB847-1033  300-800, 300-2500
673  [ H + C2H5 + M -> C2H6 + M           ]  4.00E-19    -3.000     600.0      9.04E-11     0.160       0.0                             --, 200-2000
675  [ H2 + C + M -> CH2 + M              ]  6.89E-32     0.000       0.0      2.06E-11     0.000      57.0                             --, 300-2000
677  [ CH + M -> C + H + M                ]  3.16E-10     0.000   33700.0      1.00E-12     0.000       0.0                             2500-3800, --
679  [ CH2 + H + M ->  CH3 + M            ]  9.00E-32     0.000    -550.0      8.55E-12     0.150       0.0                               --, --
681  [ CH + H2 + M -> CH3 + M             ]  3.40E-31     0.000    -736.0      7.30E-11     0.000       0.0                               --, --
683  [ CH3 + CH3 + M -> C2H6 + M          ]  3.50E-07    -7.000    1390.0      1.58E-09    -0.540      68.6                             300-2000, 200-2000
685  [ C2H + H + M -> C2H2 + M            ]  1.26E-18    -3.100     721.0      3.00E-10     0.000       0.0                             --, 300-2500
687  [ C2H4 + M -> C2H2 + H2 + M          ]  5.80E-08     0.000   36000.0      7.95E+12     0.440   44700.0                             --, 1200-2500
689  [ C2H6 + M -> C2H4 + H2 + M          ]  3.80E-07     0.000   34000.0      1.32E+15     0.000   36800.0                             1800-2500, 873-973
691  [ CO + O + M -> CO2 + M              ]  1.70E-33     0.000    1510.0      2.66E-14     0.000    1459.0                             300-2500, --
693  [ CH2OH + M -> H + H2CO + M          ]  7.48E+01    -2.50    1.72E04      4.53E+34    -7.11    2.22E04        1987TSA471/Xu2015    300-2500/500-3000
695  [ H + CO + M -> HCO + M              ]  5.29E-34     0.000     370.0      1.96E-13     0.000    1369.0                             300-2500, --
697  [ H2O + CH + M -> CH2OH + M          ]  1.00E-31     0.000       0.0      9.48E-12     0.000    -380.0                             --, 298-669
699  [ CH3O + M -> H + H2CO + M           ]  6.51E+13    -6.65    1.67E04      3.17E+24    -4.250   13100.0      	1986TSA/Xu2015     700-2500, 300-3000 
701  [ CH2OH + H + M -> CH3OH + M         ]  1.20E-16    -4.650    2557.1      2.30E-10     0.040       0.0                             --, 300-2500
703  [ OH + C2H2 + M -> CH3CO + M         ]  4.99E-25    -2.000       0.0      1.06E-07    -1.900       0.0                             298-1100, --
705  [ CO + CH3 + M -> CH3CO + M          ]  3.95E-10    -7.500    5490.0      5.14E-19     2.200    3033.0                             300-1700, 300-2500
707  [ HCO + H + M -> H2CO + M            ]  7.33E-24    -2.570     215.0      7.77E-14     0.000   -2280.0                             1560-2270, 1500-1900
709  [ CO + H2 + M -> H2CO + M            ]  2.80E-20    -3.420   42445.0      7.14E-17     1.500   40055.0                               --, --
711  [ H + NH2 + M -> NH3 + M             ]  5.38E-25    -2.000       0.0      2.66E-11     0.000       0.0       Pagsberg et al. (1979)/Pagsberg et al. (1979)                349, --
713  [ H + CN + M -> HCN + M              ]  2.39E-24    -2.200     567.0      2.99E-09    -0.500       0.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
715  [ H2 + N + M -> NH2 + M              ]  1.00E-36     0.000       0.0      1.94E-20     0.000       0.0       1981PET/SAP771 / 1994ALE/BAS90-93                            298, 298
717  [ N + N + M -> N2 + M                ]  1.38E-33     0.000    -503.0      5.00E-16     0.000       0.0       1967CLY/STE3071-3073 / 1977TAK/MIY1627-1628	              90.00-6400, 298
719  [ N2H3 + M -> N2H2 + H + M           ]  3.49E+38   -13.130   36825.4      7.95E+13     0.000   27463.0       From Moses / Hwang and Mebel (2003)                          --, --
721  [ HCN + H + M -> H2CN + M            ]  4.40E-24    -2.730    3860.0      5.50E-11     0.000    2440.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      300-2500, 300-2500
723  [ HNCO + M -> CO + NH + M            ]  3.60E+04    -3.100   51300.0      6.00E+13     0.000   50200.0       1992TSA753-791 / 1992TSA753-791                              500-2500, 500-2500
725  [ NH2 + NH2 + M -> N2H4 + M          ]  4.48E-14    -5.490    1000.0      9.12E-10    -0.410      33.0       2009KLI/HAR10241-10259 / 2009KLI/HAR10241-10259              300-2500, 200-2500
727  [ NO + O + M -> NO2 + M              ]  1.30E-23    -2.870     781.0      5.45E-12     0.300       0.0       1991TSA/HER609-663 / 1997ATK/BAU1329-1499	                  200-2500, 200-2500
729  [ N2O + M  -> N2 + O + M             ]  6.64E-10     0.000   28200.0      1.30E+11     0.000   30000.0       1992JOH/GLA917-923 / 1991TSA/HER609-663                      1000-3000, 700-2500
731  [ N2H + M -> N2 + H + M              ]  2.15E-10    -0.110    2510.0      1.30E+15    -0.530    3404.0       1995BOZ/DEA1097-1109 / 2005CAR/ROD2356-2363                  1000-2000, 500-3000
733  [ NH2 + CH3 + M -> CH3NH2 + M        ]  6.03E-18    -3.850       0.0      1.19E-11     0.420       0.0       1995JOD/RAT63-71 / 	1995JOD/RAT63-71 (Moses devided by 3) 200-400, 200-400
735  [ H + NO + M -> HNO + M              ]  2.47E-28    -1.320     370.0      2.52E-09    -0.410       0.0       1991TSA/HER609-663 / 	1991TSA/HER609-663    230-4200 / 230-4200                         
737  [ NO + OH + M -> HNO2 + M            ]  1.40E-24    -2.51      -34.0      3.31E-12    -0.050     363.0       1991TSA/HER609-663 / 1991TSA/HER609-663                      200-2500 / 200-2500
739  [ C + C + M -> C2 + M                ]  4.87E-27	-1.600  	 0.0       2.16E-11     0           0         50-200 / 50-200  KIDA /KIDA    
741  [ HO2 + HO2 + M -> H2O2 + O2 + M     ]  1.90E-33     0.       -980.0      3.01E-12     0.          0.0       1997ATK/BAU1329-1499 / 1986TSA/HAM1087                       200-300 / 300-2500 
743  [ OH + OH + M -> H2O2 + M            ]  1.60E-23    -3.000       0.0      1.51E-11    -0.370       0.0       1986TSA/HAM1087 / 	1992BAU/COB411-429                        500-2500 / 200-1500 
745  [ H + O2 + M -> HO2 + M              ]  2.17E-29    -1.100       0.0      1.46E-13     1.        224.0       2012TUR/NAG284-302 / 1996DUC/PET10367-10379                  300-1850 / 298-6000          
747  [ CH2CN + H + M -> CH3CN + M         ]  1.00E-10     0.          0.0      1.00E-29     0.          0.0       Moses2016
749  [ C3H2 + H + M -> C3H3 + M           ]  4.00E-19    -3.000     600.0      1.26E-10     0.102     -43.70      Moses2016 / 2007HAR/KLI3789-3801                             200-? / 200-2000 
751  [ C3H3 + C3H3 + M -> C6H6 + M        ]  2.81E-21    -2.000       0.0      4.40E-11     0.000       0.0       Moses2016 / Atkinson&Hudgens1999 
753  [ N2H2 + M -> N2H + H + M            ]	 1.05E-07     0.000   50056.5      2.16E20     -9.220   38800.0       Bolshova2014 / Dean&Bozzelli(2000)
755  [ C3H3 + H + M -> C3H4 + M           ]  1.60E-20    -3.300       0.0      3.33E-11     0.210    -87.10       Moses2011 / 2007HAR/KLI3789-3801                             Est / 200-2000      
757  [ CH2 + C2H2 + M -> C3H4 + M         ]  3.09E-15    -3.210     162.0      1.07E-16     1.480    -831.0       1983LAU/GAR560 / 2013POL/KLI12677-12692                      300-1000 / 200-2000
759  [ C6H5 + H + M -> C6H6 + M           ]  1.30E-29     0.000     380.0      6.94E-11     0.150       0.0       Est.fromH+C2H4 / 2005HAR/GEO4646-4656                        Est / 200-2000    
761  [ C4H2 + H + M -> C4H3 + M           ]  6.16E-03    -8.900    1261.0      7.08E-14     1.16      882.0       2005KLI/MIL4285-4295 / 2005KLI/MIL4285-4295                  250-2500 / 250-2500
763  [ C2H2 + C4H3 + M -> C6H5 + M        ]  3.00E-23    -1.000       0.0      1.16E-09    -0.860    3210.0       Est.Moses16 / 1989WES/DEA8171-8180                           Est / 400-1600
765  [ C2H2 + C2H3 + M -> C4H5 + M        ]  8.20E-30     0.000     352.0      4.16E-19     1.900    1060.0       Moses16(H+C2H2) / 1988WEI/BEN4080                                    Est / 300-1500         

		 
# 3-body reactions without high-pressure rates
# id	# Reactions                         	A_0     	B_0     	C_0        	Ref 		  	   Temp												

767  [ C2H + M -> C2 + H + M              ]   2.92E+11	-5.160  	57400.0 
769  [ O + C + M -> CO + M                ]   9.10E-22	-3.100  	2114.0
771  [ NH + M -> H + N + M                ]	  2.99E-10    0.         3.76E04	    1998DEP/FRI1474-1485     2500-3400
773  [ O + N + M -> NO + M                ]	  5.46E-33	 0.	 	 	-155.		    1973CAM/GRA607
775  [ O + O + M -> O2 + M                ]	  5.21E-35	 0.		    -900.		    1986TSA/HAM1087
777  [ HNCO + M -> H + NCO                ]   1.66E-07    0.        56400.0         1990WU/WAN3344           2120-2570
779  [ N_2D + M -> N + M                  ]   1.70e-14    0.000       0.0           1999HER1453-1483         200-300

# special cases
# id	# Reactions 
781  [  OH + CH3 + M -> CH3OH + M         ]   

# reverse stops
# photo disscoiation (no reversals) 		            # use sp to link br_index to RXXX
# id	# Reactions                                     sp		br_index #(starting from 1)			
783  [ H2O -> H + OH                      ]       		H2O		1			 
785  [ H2O -> H2 + O_1                    ]             H2O		2	
787  [ H2O -> H + H + O                   ]             H2O		3      
789  [ CH4 -> CH3 + H                     ]       		CH4		1     
791  [ CH4 -> CH2_1 + H2                  ]             CH4		2	
793  [ CH4 -> CH2_1 + H + H               ]             CH4		3  
795  [ CH4 -> CH + H2 + H                 ] 			CH4		4
797  [ CH3 -> CH + H2                     ] 			CH3		1
799  [ CH3 -> CH2_1 + H                   ]             CH3		2
801  [ CO -> C + O                        ]				CO		1
803  [ H2 -> H + H                        ] 			H2		1
805  [ C2H2 -> C2H + H                    ]				C2H2	1
807  [ CO2 -> CO + O                      ]				CO2		1
809  [ CO2 -> CO + O_1                    ]             CO2     2
811  [ C2H4 -> C2H2 + H2                  ]				C2H4	1
813  [ C2H4 -> C2H2 + H + H               ]				C2H4	2
815  [ C2H4 -> C2H3 + H                   ]				C2H4	3
817  [ C2H6 -> C2H4 + H2                  ]				C2H6	1
819  [ C2H6 -> C2H4 + H + H               ]				C2H6	2
821  [ C2H6 -> C2H2 + H2 + H2             ]				C2H6	3
823  [ C2H6 -> CH4 + CH2_1                ]				C2H6	4
825  [ C2H6 -> CH3 + CH3                  ]             C2H6	5
827  [ OH -> H + O                        ]             OH      1
829  [ HCO -> H + CO                      ]             HCO     1
831  [ H2CO -> H2 + CO                    ]             H2CO    1
833  [ H2CO -> H + HCO                    ]             H2CO    2
835  [ CH3OH -> CH3 + OH                  ]             CH3OH   1 
837  [ CH3OH -> H2CO + H2                 ]             CH3OH   2
839  [ CH3OH -> CH3O + H                  ]             CH3OH   3
841  [ CH3CHO -> CH4 + CO                 ]             CH3CHO  1
843  [ CH3CHO -> CH3 + HCO                ]             CH3CHO  2
845  [ N2 -> N + N                        ]				N2		1
847  [ NH3 -> NH2 + H                     ]				NH3		1
849  [ NH3 -> NH + H + H                  ]			    NH3		2
851  [ HCN -> H + CN                      ]             HCN		1
853  [ NO  -> N + O                       ]             NO      1
855  [ NO2 -> NO + O                      ]             NO2     1
857  [ N2H4 -> N2H3 + H                   ]             N2H4    1
859  [ HNCO -> NH + CO                    ]             HNCO    1
861  [ HNCO -> H + NCO                    ]             HNCO    2
863  [ HO2 -> O + OH                      ]             HO2     1
865  [ O2 -> O + O                        ]             O2      1					
867  [ O2 -> O + O_1                      ]             O2      2
869  [ C4H2 -> C2H2 + C2                  ]             C4H2    1
871  [ CH2 -> CH + H                      ]             CH2     1
873  [ C6H6 -> C6H5 + H                   ]             C6H6    1
875  [ C6H6 -> C3H3 + C3H3                ]             C6H6    2
877  [ HNO2 -> NO + OH                    ]             HNO2    1
